,Altimeter,AltimeterFlag,Date,DewPointCelsius,DewPointCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,DryBulbFarenheit,DryBulbFarenheitFlag,HourlyPrecip,HourlyPrecipFlag,PressureChange,PressureChangeFlag,PressureTendency,PressureTendencyFlag,RecordType,RecordTypeFlag,RelativeHumidity,RelativeHumidityFlag,SeaLevelPressure,SeaLevelPressureFlag,SkyCondition,SkyConditionFlag,StationPressure,StationPressureFlag,StationType,Time,ValueForWindCharacter,ValueForWindCharacterFlag,Visibility,VisibilityFlag,WBAN,WeatherType,WeatherTypeFlag,WetBulbCelsius,WetBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WindDirection,WindDirectionFlag,WindSpeed,WindSpeedFlag
3872,30.37,,20121013.0,-6.1, ,21.0, ,10.0, ,50.0, , , , , , , ,AA, ,32.0, ,30.37, ,FEW140 SCT230 BKN300, ,30.34, ,11.0,1654.0, , ,10.0, ,14739.0, , ,3.7, ,39.0, ,260.0, ,9.0, 
3873,30.39,,20121013.0,-4.4, ,24.0, ,9.4, ,49.0, , , , , , , ,AA, ,38.0, ,30.39, ,FEW130 BKN280, ,30.36, ,11.0,1754.0, , ,10.0, ,14739.0, , ,3.9, ,39.0, ,230.0, ,7.0, 
3874,30.38,,20121013.0,-2.8, ,27.0, ,8.3, ,47.0, , , ,5.0, ,0.0, ,AA, ,46.0, ,30.38, ,FEW130 SCT280, ,30.35, ,11.0,1854.0, , ,10.0, ,14739.0, , ,3.8, ,39.0, ,210.0, ,7.0, 
3875,30.35,,20121013.0,-1.7, ,29.0, ,8.9, ,48.0, , , , , , , ,AA, ,48.0, ,30.35, ,FEW130 OVC160, ,30.32, ,11.0,1954.0, , ,10.0, ,14739.0, , ,4.5, ,40.0, ,190.0, ,9.0, 
3876,30.34,,20121013.0,-2.2, ,28.0, ,8.3, ,47.0, , , , , , , ,AA, ,48.0, ,30.34, ,BKN120 OVC160, ,30.31, ,11.0,2054.0, , ,10.0, ,14739.0, , ,4.0, ,39.0, ,220.0, ,11.0, 
3877,30.35,,20121013.0,-1.7, ,29.0, ,8.3, ,47.0, , , ,10.0, ,5.0, ,AA, ,50.0, ,30.35, ,SCT110 OVC140, ,30.32, ,11.0,2154.0, , ,10.0, ,14739.0, , ,4.2, ,40.0, ,230.0, ,13.0, 
3878,30.33,,20121013.0,-0.6, ,31.0, ,8.9, ,48.0, , , , , , , ,AA, ,52.0, ,30.33, ,FEW120 BKN140 BKN280, ,30.3, ,11.0,2254.0, , ,10.0, ,14739.0, , ,4.8, ,41.0, ,230.0, ,11.0, 
3879,30.33,,20121013.0,0.0, ,32.0, ,8.3, ,47.0, , , , , , , ,AA, ,56.0, ,30.32, ,FEW120 BKN140 OVC280, ,30.3, ,11.0,2354.0, , ,10.0, ,14739.0, , ,4.7, ,41.0, ,220.0, ,6.0, 
3880,30.31,,20121014.0,0.6, ,33.0, ,8.3, ,47.0, , , ,14.0, ,7.0, ,AA, ,58.0, ,30.3, ,OVC140, ,30.28, ,11.0,54.0, , ,10.0, ,14739.0, , ,4.9, ,41.0, ,210.0, ,9.0, 
3881,30.26,,20121014.0,1.7, ,35.0, ,8.3, ,47.0, , , , , , , ,AA, ,63.0, ,30.26, ,FEW070 OVC100, ,30.23, ,11.0,154.0, , ,10.0, ,14739.0, , ,5.4, ,42.0, ,170.0, ,9.0, 
3882,30.25,,20121014.0,3.9, ,39.0, ,8.3, ,47.0, ,  T, , , , , ,AA, ,74.0, ,30.24, ,BKN042 OVC100, ,30.22, ,11.0,254.0, , ,10.0, ,14739.0,-RA, ,6.3, ,43.0, ,180.0, ,7.0, 
3883,30.23,,20121014.0,4.4, ,40.0, ,8.3, ,47.0, ,  T, ,27.0, ,6.0, ,AA, ,77.0, ,30.22, ,OVC035, ,30.2, ,11.0,354.0, , ,10.0, ,14739.0, , ,6.5, ,44.0, ,170.0, ,6.0, 
3884,30.21,,20121014.0,5.6, ,42.0, ,8.9, ,48.0, , , , , , , ,AA, ,80.0, ,30.21, ,BKN033 BKN045 OVC060, ,30.18, ,11.0,454.0, , ,10.0, ,14739.0, , ,7.3, ,45.0, ,150.0, ,8.0, 
3885,30.19,,20121014.0,6.7, ,44.0, ,8.9, ,48.0, ,0.04, , , , , ,AA, ,86.0, ,30.19, ,OVC030, ,30.16, ,11.0,554.0, , ,8.0, ,14739.0,-RA, ,7.8, ,46.0, ,180.0, ,7.0, 
3886,30.16,,20121014.0,7.8, ,46.0, ,9.4, ,49.0, ,0.07, ,22.0, ,8.0, ,AA, ,89.0, ,30.16, ,FEW030 OVC050, ,30.13, ,11.0,654.0, , ,4.0, ,14739.0,-RA BR, ,8.6, ,48.0, ,170.0, ,7.0, 
3887,30.16,,20121014.0,8.9, ,48.0, ,11.1, ,52.0, ,0.05, , , , , ,AA, ,86.0, ,30.16, ,BKN032 OVC043, ,30.13, ,11.0,754.0, , ,8.0, ,14739.0,-RA, ,9.9, ,50.0, ,200.0, ,5.0, 
3888,30.14,,20121014.0,9.4, ,49.0, ,11.7, ,53.0, ,  T, , , , , ,AA, ,86.0, ,30.14, ,BKN048 OVC070, ,30.11, ,11.0,854.0, , ,10.0, ,14739.0,-RA, ,10.5, ,51.0, ,220.0, ,13.0, 
3889,30.12,,20121014.0,10.0, ,50.0, ,12.2, ,54.0, ,  T, ,16.0, ,8.0, ,AA, ,86.0, ,30.11, ,OVC065, ,30.09, ,11.0,954.0,24.0, ,10.0, ,14739.0,-RA, ,11.0, ,52.0, ,220.0, ,15.0, 
3890,30.11,,20121014.0,10.6, ,51.0, ,12.8, ,55.0, ,0.02, , , , , ,AA, ,86.0, ,30.1, ,OVC055, ,30.08, ,11.0,1054.0, , ,9.0, ,14739.0,-RA, ,11.6, ,53.0, ,230.0, ,15.0, 
3891,30.09,,20121014.0,11.1, ,52.0, ,13.9, ,57.0, ,  T, , , , , ,AA, ,83.0, ,30.09, ,BKN042 OVC065, ,30.06, ,11.0,1154.0, , ,6.0, ,14739.0,-RA, ,12.3, ,54.0, ,230.0, ,15.0, 
3892,30.06,,20121014.0,11.7, ,53.0, ,14.4, ,58.0, ,0.01, ,19.0, ,8.0, ,AA, ,84.0, ,30.06, ,BKN046 OVC065, ,30.03, ,11.0,1254.0, , ,10.0, ,14739.0, , ,12.9, ,55.0, ,250.0, ,8.0, 
3893,30.03,,20121014.0,11.1, ,52.0, ,17.8, ,64.0, , , , , , , ,AA, ,65.0, ,30.03, ,SCT050 OVC100, ,30.0, ,11.0,1354.0, , ,10.0, ,14739.0, , ,14.0, ,57.0, ,220.0, ,16.0, 
3894,30.0,,20121014.0,11.1, ,52.0, ,18.9, ,66.0, , , , , , , ,AA, ,61.0, ,30.0, ,FEW120 BKN140, ,29.97, ,11.0,1454.0, , ,10.0, ,14739.0, , ,14.5, ,58.0, ,230.0, ,10.0, 
3895,30.0,,20121014.0,11.1, ,52.0, ,19.4, ,67.0, , , ,21.0, ,6.0, ,AA, ,59.0, ,30.0, ,FEW120 BKN200, ,29.97, ,11.0,1554.0, , ,10.0, ,14739.0, , ,14.7, ,59.0, ,230.0, ,15.0, 
3896,30.0,,20121014.0,11.1, ,52.0, ,18.3, ,65.0, , , , , , , ,AA, ,63.0, ,29.99, ,SCT120 BKN220, ,29.97, ,11.0,1654.0, , ,10.0, ,14739.0, , ,14.3, ,58.0, ,200.0, ,11.0, 
3897,30.0,,20121014.0,10.6, ,51.0, ,17.2, ,63.0, , , , , , , ,AA, ,65.0, ,30.0, ,FEW120, ,29.97, ,11.0,1754.0, , ,10.0, ,14739.0, , ,13.5, ,56.0, ,210.0, ,10.0, 
3898,30.0,,20121014.0,11.1, ,52.0, ,16.7, ,62.0, , , ,0.0, ,2.0, ,AA, ,70.0, ,30.0, ,SCT250, ,29.97, ,11.0,1854.0, , ,10.0, ,14739.0, , ,13.6, ,56.0, ,210.0, ,10.0, 
3899,30.0,,20121014.0,11.1, ,52.0, ,15.6, ,60.0, , , , , , , ,AA, ,75.0, ,29.99, ,SCT250, ,29.97, ,11.0,1954.0, , ,10.0, ,14739.0, , ,13.1, ,56.0, ,210.0, ,11.0, 
3900,29.99,,20121014.0,11.7, ,53.0, ,15.6, ,60.0, , , , , , , ,AA, ,78.0, ,29.98, ,FEW250, ,29.96, ,11.0,2054.0, , ,10.0, ,14739.0, , ,13.4, ,56.0, ,210.0, ,9.0, 
3901,29.97,,20121014.0,12.2, ,54.0, ,15.6, ,60.0, , , ,9.0, ,8.0, ,AA, ,81.0, ,29.97, ,FEW250, ,29.94, ,11.0,2154.0, , ,10.0, ,14739.0, , ,13.7, ,57.0, ,210.0, ,11.0, 
3902,29.95,,20121014.0,12.2, ,54.0, ,15.6, ,60.0, , , , , , , ,AA, ,81.0, ,29.95, ,FEW200, ,29.92, ,11.0,2254.0, , ,10.0, ,14739.0, , ,13.7, ,57.0, ,200.0, ,9.0, 
3903,29.93,,20121014.0,12.8, ,55.0, ,16.1, ,61.0, , , , , , , ,AA, ,81.0, ,29.92, ,FEW250, ,29.9, ,11.0,2354.0, , ,10.0, ,14739.0, , ,14.2, ,58.0, ,210.0, ,14.0, 
3904,29.9,,20121015.0,12.2, ,54.0, ,15.6, ,60.0, , , ,24.0, ,8.0, ,AA, ,81.0, ,29.9, ,FEW250, ,29.87, ,11.0,54.0, , ,10.0, ,14739.0, , ,13.7, ,57.0, ,210.0, ,17.0, 
3905,29.89,,20121015.0,12.8, ,55.0, ,16.1, ,61.0, , , , , , , ,AA, ,81.0, ,29.88, ,FEW250, ,29.86, ,11.0,154.0, , ,10.0, ,14739.0, , ,14.2, ,58.0, ,220.0, ,15.0, 
3906,29.87,,20121015.0,12.8, ,55.0, ,15.6, ,60.0, , , , , , , ,AA, ,84.0, ,29.87, ,FEW200, ,29.84, ,11.0,254.0, , ,10.0, ,14739.0, , ,13.9, ,57.0, ,220.0, ,11.0, 
3907,29.86,,20121015.0,13.3, ,56.0, ,16.1, ,61.0, , , ,15.0, ,6.0, ,AA, ,84.0, ,29.85, ,SCT046, ,29.83, ,11.0,354.0, , ,10.0, ,14739.0, , ,14.5, ,58.0, ,220.0, ,10.0, 
3908,29.84,,20121015.0,13.9, ,57.0, ,16.1, ,61.0, , , , , , , ,AA, ,87.0, ,29.83, ,OVC250, ,29.81, ,11.0,454.0, , ,10.0, ,14739.0, , ,14.8, ,59.0, ,210.0, ,13.0, 
3909,29.82,,20121015.0,13.9, ,57.0, ,16.1, ,61.0, , , , , , , ,AA, ,87.0, ,29.82, ,BKN250, ,29.79, ,11.0,554.0, , ,10.0, ,14739.0, , ,14.8, ,59.0, ,200.0, ,10.0, 
3910,29.8,,20121015.0,14.4, ,58.0, ,17.2, ,63.0, , , ,18.0, ,6.0, ,AA, ,84.0, ,29.8, ,FEW020 SCT050 BKN170, ,29.77, ,11.0,654.0, , ,10.0, ,14739.0, , ,15.6, ,60.0, ,200.0, ,13.0, 
3911,29.79,,20121015.0,15.0, ,59.0, ,18.9, ,66.0, , , , , , , ,AA, ,78.0, ,29.79, ,SCT050 BKN160 BKN250, ,29.76, ,11.0,754.0, , ,10.0, ,14739.0, , ,16.5, ,62.0, ,200.0, ,15.0, 
3912,29.78,,20121015.0,15.0, ,59.0, ,20.0, ,68.0, , , , , , , ,AA, ,73.0, ,29.78, ,FEW050 BKN160 BKN250, ,29.75, ,11.0,854.0, , ,10.0, ,14739.0, , ,17.0, ,63.0, ,200.0, ,17.0, 
3913,29.76,,20121015.0,15.0, ,59.0, ,21.7, ,71.0, , , ,15.0, ,8.0, ,AA, ,66.0, ,29.76, ,FEW035 SCT160 BKN250, ,29.73, ,11.0,954.0,31.0, ,10.0, ,14739.0, , ,17.6, ,64.0, ,200.0, ,22.0, 
3914,29.74,,20121015.0,14.4, ,58.0, ,22.2, ,72.0, , , , , , , ,AA, ,62.0, ,29.74, ,FEW035 BKN160 BKN250, ,29.71, ,11.0,1054.0,34.0, ,10.0, ,14739.0, , ,17.5, ,64.0, ,210.0, ,22.0, 
3915,29.72,,20121015.0,15.0, ,59.0, ,22.8, ,73.0, , , , , , , ,AA, ,62.0, ,29.72, ,SCT036 BKN160 BKN250, ,29.69, ,11.0,1154.0,29.0, ,10.0, ,14739.0, , ,18.0, ,64.0, ,200.0, ,18.0, 
3916,29.7,,20121015.0,15.0, ,59.0, ,22.8, ,73.0, , , ,22.0, ,8.0, ,AA, ,62.0, ,29.7, ,FEW035 BKN110 BKN160, ,29.67, ,11.0,1254.0, , ,10.0, ,14739.0, , ,18.0, ,64.0, ,200.0, ,18.0, 
3917,29.68,,20121015.0,15.0, ,59.0, ,22.8, ,73.0, , , , , , , ,AA, ,62.0, ,29.67, ,FEW040 BKN120 BKN250, ,29.65, ,11.0,1354.0,30.0, ,10.0, ,14739.0, , ,18.0, ,64.0, ,200.0, ,17.0, 
3918,29.67,,20121015.0,14.4, ,58.0, ,21.7, ,71.0, , , , , , , ,AA, ,64.0, ,29.67, ,FEW040 BKN140 BKN250, ,29.64, ,11.0,1454.0, , ,10.0, ,14739.0, , ,17.3, ,63.0, ,190.0, ,18.0, 
3919,29.65,,20121015.0,15.0, ,59.0, ,21.1, ,70.0, , , ,15.0, ,6.0, ,AA, ,68.0, ,29.65, ,FEW040 SCT085 BKN140, ,29.62, ,11.0,1554.0, , ,10.0, ,14739.0, , ,17.4, ,63.0, ,190.0, ,16.0, 
3920,29.66,,20121015.0,14.4, ,58.0, ,19.4, ,67.0, , , , , , , ,AA, ,73.0, ,29.66, ,FEW040 SCT090 SCT140, ,29.63, ,11.0,1654.0, , ,10.0, ,14739.0, , ,16.4, ,62.0, ,200.0, ,14.0, 
3921,29.65,,20121015.0,14.4, ,58.0, ,18.9, ,66.0, , , , , , , ,AA, ,76.0, ,29.65, ,FEW040 SCT100 SCT250, ,29.62, ,11.0,1754.0, , ,10.0, ,14739.0, , ,16.2, ,61.0, ,190.0, ,16.0, 
3922,29.65,,20121015.0,15.6, ,60.0, ,17.8, ,64.0, ,0.01, ,2.0, ,8.0, ,AA, ,87.0, ,29.65, ,FEW017 BKN045 BKN095, ,29.62, ,11.0,1854.0, , ,10.0, ,14739.0, , ,16.4, ,62.0, ,200.0, ,16.0, 
3923,29.63,,20121015.0,15.6, ,60.0, ,17.8, ,64.0, , , , , , , ,AA, ,87.0, ,29.63, ,FEW016 OVC090, ,29.6, ,11.0,1954.0, , ,10.0, ,14739.0, , ,16.4, ,62.0, ,200.0, ,13.0, 
3924,29.65,,20121015.0,16.0, ,61.0, ,18.0, ,64.0, , , , , , , ,SP, ,90.0, ,M, ,BKN017 BKN075 OVC100, ,29.62, ,11.0,2026.0, , ,10.0, ,14739.0, , ,16.7, ,62.0, ,210.0, ,14.0, 
3925,29.64,,20121015.0,15.6, ,60.0, ,17.8, ,64.0, ,0.01, , , , , ,AA, ,87.0, ,29.64, ,SCT017 BKN049 OVC095, ,29.61, ,11.0,2054.0, , ,10.0, ,14739.0, , ,16.4, ,62.0, ,210.0, ,10.0, 
3926,29.63,,20121015.0,16.0, ,61.0, ,17.0, ,63.0, , , , , , , ,SP, ,93.0, ,M, ,BKN015 BKN042 OVC070, ,29.6, ,11.0,2152.0, , ,10.0, ,14739.0,-RA, ,16.5, ,62.0, ,180.0, ,3.0, 
3927,29.63,,20121015.0,15.6, ,60.0, ,17.2, ,63.0, ,  T, ,7.0, ,8.0, ,AA, ,90.0, ,29.62, ,BKN015 BKN042 OVC070, ,29.6, ,11.0,2154.0, , ,10.0, ,14739.0,-RA, ,16.2, ,61.0, ,190.0, ,5.0, 
3928,29.62,,20121015.0,16.0, ,61.0, ,18.0, ,64.0, , , , , , , ,SP, ,90.0, ,M, ,BKN013 OVC070, ,29.59, ,11.0,2206.0, , ,10.0, ,14739.0, , ,16.7, ,62.0, ,180.0, ,3.0, 
3929,29.62,,20121015.0,16.0, ,61.0, ,17.0, ,63.0, , , , , , , ,SP, ,93.0, ,M, ,BKN015 OVC020, ,29.59, ,11.0,2220.0, , ,10.0, ,14739.0, , ,16.5, ,62.0, ,190.0, ,3.0, 
3930,29.61,,20121015.0,15.6, ,60.0, ,17.2, ,63.0, ,  T, , , , , ,AA, ,90.0, ,29.6, ,SCT013 BKN019 OVC046, ,29.58, ,11.0,2254.0, , ,10.0, ,14739.0, , ,16.2, ,61.0, ,190.0, ,5.0, 
3931,29.6,,20121015.0,16.0, ,61.0, ,17.0, ,63.0, , , , , , , ,SP, ,93.0, ,M, ,OVC013, ,29.57, ,11.0,2315.0, , ,10.0, ,14739.0, , ,16.5, ,62.0, ,200.0, ,5.0, 
3932,29.58,,20121015.0,16.1, ,61.0, ,17.2, ,63.0, ,  T, , , , , ,AA, ,93.0, ,29.58, ,BKN013 BKN025 OVC036, ,29.55, ,11.0,2354.0, , ,10.0, ,14739.0, , ,16.5, ,62.0, ,0.0, ,0.0, 
3933,29.58,,20121016.0,16.0, ,61.0, ,17.0, ,63.0, , , , , , , ,SP, ,93.0, ,M, ,SCT011 BKN031 OVC044, ,29.55, ,11.0,3.0, , ,6.0, ,14739.0,BR, ,16.5, ,62.0, ,0.0, ,0.0, 
3934,29.59,,20121016.0,16.0, ,61.0, ,17.0, ,63.0, , , , , , , ,SP, ,93.0, ,M, ,FEW005 BKN012 OVC042, ,29.56, ,11.0,11.0,18.0, ,2.5, ,14739.0,RA BR, ,16.5, ,62.0, ,260.0, ,14.0, 
3935,29.58,,20121016.0,14.0, ,57.0, ,16.0, ,61.0, , , , , , , ,SP, ,87.0, ,M, ,FEW008 BKN018 OVC043, ,29.55, ,11.0,18.0,18.0, ,4.0, ,14739.0,-RA BR, ,14.8, ,59.0, ,320.0, ,7.0, 
3936,29.58,,20121016.0,14.0, ,57.0, ,16.0, ,61.0, , , , , , , ,SP, ,87.0, ,M, ,FEW007 BKN043 OVC085, ,29.55, ,11.0,26.0, , ,10.0, ,14739.0,-RA, ,14.8, ,59.0, ,310.0, ,7.0, 
3937,29.59,,20121016.0,14.4, ,58.0, ,16.1, ,61.0, ,0.05, ,12.0, ,5.0, ,AA, ,90.0, ,29.59, ,SCT043 BKN085 OVC110, ,29.56, ,11.0,54.0, , ,10.0, ,14739.0,-RA, ,15.1, ,59.0, ,290.0, ,8.0, 
3938,29.58,,20121016.0,13.9, ,57.0, ,16.1, ,61.0, ,  T, , , , , ,AA, ,87.0, ,29.58, ,OVC047, ,29.55, ,11.0,154.0, , ,10.0, ,14739.0, , ,14.8, ,59.0, ,270.0, ,9.0, 
3939,29.57,,20121016.0,13.3, ,56.0, ,15.6, ,60.0, , , , , , , ,AA, ,87.0, ,29.57, ,FEW055 BKN070 BKN100, ,29.54, ,11.0,254.0, , ,10.0, ,14739.0, , ,14.2, ,58.0, ,290.0, ,11.0, 
3940,29.56,,20121016.0,11.1, ,52.0, ,13.9, ,57.0, ,  T, ,10.0, ,6.0, ,AA, ,83.0, ,29.56, ,OVC100, ,29.53, ,11.0,354.0, , ,10.0, ,14739.0,-RA, ,12.3, ,54.0, ,300.0, ,11.0, 
3941,29.58,,20121016.0,8.3, ,47.0, ,12.8, ,55.0, ,0.01, , , , , ,AA, ,75.0, ,29.57, ,OVC047, ,29.55, ,11.0,454.0,26.0, ,10.0, ,14739.0, , ,10.4, ,51.0, ,300.0, ,15.0, 
3942,29.59,,20121016.0,7.2, ,45.0, ,12.2, ,54.0, , , , , , , ,AA, ,72.0, ,29.58, ,OVC060, ,29.56, ,11.0,554.0, , ,10.0, ,14739.0, , ,9.7, ,49.0, ,280.0, ,17.0, 
3943,29.6,,20121016.0,5.0, ,41.0, ,11.7, ,53.0, , , ,12.0, ,1.0, ,AA, ,64.0, ,29.59, ,BKN070 BKN085, ,29.57, ,11.0,654.0,30.0, ,10.0, ,14739.0, , ,8.4, ,47.0, ,290.0, ,18.0, 
3944,29.63,,20121016.0,3.3, ,38.0, ,11.1, ,52.0, , , , , , , ,AA, ,59.0, ,29.63, ,FEW070 SCT110, ,29.6, ,11.0,754.0,25.0, ,10.0, ,14739.0, , ,7.4, ,45.0, ,290.0, ,18.0, 
3945,29.64,,20121016.0,2.8, ,37.0, ,11.7, ,53.0, , , , , , , ,AA, ,55.0, ,29.64, ,FEW070 SCT110, ,29.61, ,11.0,854.0,26.0, ,10.0, ,14739.0, , ,7.5, ,46.0, ,290.0, ,16.0, 
3946,29.64,,20121016.0,2.8, ,37.0, ,12.2, ,54.0, , , ,14.0, ,0.0, ,AA, ,53.0, ,29.63, ,FEW038 SCT100, ,29.61, ,11.0,954.0,29.0, ,10.0, ,14739.0, , ,7.8, ,46.0, ,280.0, ,20.0, 
3947,29.64,,20121016.0,1.7, ,35.0, ,12.8, ,55.0, , , , , , , ,AA, ,47.0, ,29.64, ,FEW042 SCT120, ,29.61, ,11.0,1054.0,30.0, ,10.0, ,14739.0, , ,7.6, ,46.0, ,290.0, ,21.0, 
3948,29.64,,20121016.0,1.1, ,34.0, ,13.3, ,56.0, , , , , , , ,AA, ,44.0, ,29.64, ,FEW044, ,29.61, ,11.0,1154.0,31.0, ,10.0, ,14739.0, , ,7.7, ,46.0, ,300.0, ,21.0, 
3949,29.65,,20121016.0,0.6, ,33.0, ,12.8, ,55.0, , , ,5.0, ,3.0, ,AA, ,43.0, ,29.65, ,SCT047, ,29.62, ,11.0,1254.0,28.0, ,10.0, ,14739.0, , ,7.2, ,45.0, ,320.0, ,22.0, 
3950,29.66,,20121016.0,0.6, ,33.0, ,13.3, ,56.0, , , , , , , ,AA, ,42.0, ,29.66, ,FEW049, ,29.63, ,11.0,1354.0,31.0, ,10.0, ,14739.0, , ,7.5, ,46.0, ,300.0, ,16.0, 
3951,29.68,,20121016.0,0.6, ,33.0, ,13.3, ,56.0, , , , , , , ,AA, ,42.0, ,29.68, ,FEW045, ,29.65, ,11.0,1454.0,28.0, ,10.0, ,14739.0, , ,7.5, ,46.0, ,300.0, ,18.0, 
3952,29.72,,20121016.0,0.6, ,33.0, ,13.3, ,56.0, , , ,21.0, ,3.0, ,AA, ,42.0, ,29.71, ,FEW045, ,29.69, ,11.0,1554.0,24.0, ,10.0, ,14739.0, , ,7.5, ,46.0, ,300.0, ,16.0, 
3953,29.75,,20121016.0,0.6, ,33.0, ,12.2, ,54.0, , , , , , , ,AA, ,45.0, ,29.74, ,FEW050, ,29.72, ,11.0,1654.0, , ,10.0, ,14739.0, , ,6.9, ,45.0, ,300.0, ,13.0, 
3954,29.78,,20121016.0,0.6, ,33.0, ,11.7, ,53.0, , , , , , , ,AA, ,47.0, ,29.78, ,CLR, ,29.75, ,11.0,1754.0, , ,10.0, ,14739.0, , ,6.6, ,44.0, ,320.0, ,13.0, 
3955,29.81,,20121016.0,1.1, ,34.0, ,11.1, ,52.0, , , ,32.0, ,2.0, ,AA, ,50.0, ,29.81, ,CLR, ,29.78, ,11.0,1854.0, , ,10.0, ,14739.0, , ,6.6, ,44.0, ,310.0, ,6.0, 
3956,29.83,,20121016.0,0.6, ,33.0, ,10.6, ,51.0, , , , , , , ,AA, ,50.0, ,29.83, ,CLR, ,29.8, ,11.0,1954.0, , ,10.0, ,14739.0, , ,6.1, ,43.0, ,320.0, ,9.0, 
3957,29.85,,20121016.0,1.7, ,35.0, ,7.8, ,46.0, , , , , , , ,AA, ,66.0, ,29.85, ,CLR, ,29.82, ,11.0,2054.0, , ,10.0, ,14739.0, , ,5.0, ,41.0, ,30.0, ,6.0, 
3958,29.87,,20121016.0,1.7, ,35.0, ,8.3, ,47.0, , , ,20.0, ,3.0, ,AA, ,63.0, ,29.87, ,CLR, ,29.84, ,11.0,2154.0, , ,10.0, ,14739.0, , ,5.3, ,42.0, ,0.0, ,0.0, 
3959,29.89,,20121016.0,1.7, ,35.0, ,8.9, ,48.0, , , , , , , ,AA, ,61.0, ,29.89, ,CLR, ,29.86, ,11.0,2254.0, , ,10.0, ,14739.0, , ,5.6, ,42.0, ,300.0, ,6.0, 
3960,29.9,,20121016.0,1.7, ,35.0, ,7.8, ,46.0, , , , , , , ,AA, ,66.0, ,29.9, ,CLR, ,29.87, ,11.0,2354.0, , ,10.0, ,14739.0, , ,5.0, ,41.0, ,310.0, ,6.0, 
3961,29.9,,20121017.0,1.1, ,34.0, ,6.7, ,44.0, , , ,11.0, ,1.0, ,AA, ,68.0, ,29.9, ,CLR, ,29.87, ,11.0,54.0, , ,10.0, ,14739.0, , ,4.2, ,40.0, ,320.0, ,8.0, 
3962,29.9,,20121017.0,1.1, ,34.0, ,6.1, ,43.0, , , , , , , ,AA, ,71.0, ,29.9, ,CLR, ,29.87, ,11.0,154.0, , ,10.0, ,14739.0, , ,3.9, ,39.0, ,320.0, ,7.0, 
3963,29.9,,20121017.0,0.6, ,33.0, ,6.1, ,43.0, , , , , , , ,AA, ,68.0, ,29.9, ,CLR, ,29.87, ,11.0,254.0, , ,10.0, ,14739.0, , ,3.7, ,39.0, ,320.0, ,9.0, 
3964,29.91,,20121017.0,0.6, ,33.0, ,6.1, ,43.0, , , ,4.0, ,3.0, ,AA, ,68.0, ,29.91, ,CLR, ,29.88, ,11.0,354.0, , ,10.0, ,14739.0, , ,3.7, ,39.0, ,300.0, ,9.0, 
3965,29.92,,20121017.0,0.6, ,33.0, ,5.6, ,42.0, , , , , , , ,AA, ,71.0, ,29.92, ,CLR, ,29.89, ,11.0,454.0, , ,10.0, ,14739.0, , ,3.4, ,38.0, ,300.0, ,6.0, 
3966,29.94,,20121017.0,0.0, ,32.0, ,5.6, ,42.0, , , , , , , ,AA, ,68.0, ,29.94, ,FEW250, ,29.91, ,11.0,554.0, , ,10.0, ,14739.0, , ,3.2, ,38.0, ,330.0, ,7.0, 
3967,29.96,,20121017.0,0.6, ,33.0, ,6.1, ,43.0, , , ,17.0, ,3.0, ,AA, ,68.0, ,29.96, ,CLR, ,29.93, ,11.0,654.0, , ,10.0, ,14739.0, , ,3.7, ,39.0, ,VR , ,3.0, 
3968,29.97,,20121017.0,0.6, ,33.0, ,7.2, ,45.0, , , , , , , ,AA, ,63.0, ,29.96, ,FEW250, ,29.94, ,11.0,754.0, , ,10.0, ,14739.0, , ,4.3, ,40.0, ,320.0, ,8.0, 
3969,29.98,,20121017.0,0.6, ,33.0, ,9.4, ,49.0, , , , , , , ,AA, ,54.0, ,29.97, ,FEW250, ,29.95, ,11.0,854.0, , ,10.0, ,14739.0, , ,5.5, ,42.0, ,330.0, ,10.0, 
3970,29.97,,20121017.0,0.6, ,33.0, ,11.1, ,52.0, , , ,3.0, ,0.0, ,AA, ,49.0, ,29.97, ,SCT250, ,29.94, ,11.0,954.0, , ,10.0, ,14739.0, , ,6.4, ,44.0, ,VR , ,3.0, 
3971,29.97,,20121017.0,1.1, ,34.0, ,12.2, ,54.0, , , , , , , ,AA, ,47.0, ,29.96, ,BKN250, ,29.94, ,11.0,1054.0, , ,10.0, ,14739.0, , ,7.1, ,45.0, ,0.0, ,0.0, 
3972,29.94,,20121017.0,2.2, ,36.0, ,11.7, ,53.0, , , , , , , ,AA, ,53.0, ,29.94, ,BKN250, ,29.91, ,11.0,1154.0, , ,10.0, ,14739.0, , ,7.3, ,45.0, ,130.0, ,7.0, 
3973,29.92,,20121017.0,2.8, ,37.0, ,11.7, ,53.0, , , ,17.0, ,8.0, ,AA, ,55.0, ,29.92, ,BKN250, ,29.89, ,11.0,1254.0, , ,10.0, ,14739.0, , ,7.5, ,46.0, ,120.0, ,7.0, 
3974,29.93,,20121017.0,3.9, ,39.0, ,13.3, ,56.0, , , , , , , ,AA, ,53.0, ,29.92, ,BKN250, ,29.9, ,11.0,1354.0, , ,10.0, ,14739.0, , ,8.8, ,48.0, ,110.0, ,8.0, 
